timestamp,AOT,Uncertainty,AE,QA_flag,SSA,RF
2025-01-01 07:00:00,,,,5112.0,,
2025-01-01 07:10:00,,,,5112.0,,
2025-01-01 07:20:00,,,,5112.0,,
2025-01-01 07:30:00,,,,5112.0,,
2025-01-01 07:40:00,,,,5112.0,,
2025-01-01 07:50:00,,,,5112.0,,
2025-01-01 08:00:00,,,,5112.0,,
2025-01-01 08:10:00,,,,5112.0,,
2025-01-01 08:20:00,,,,1016.0,,
2025-01-01 08:30:00,0.435,0.5064,1.9526,8528.0,0.922,0.98999995
2025-01-01 08:40:00,,,,1016.0,,
2025-01-01 08:50:00,0.4434,0.5701,1.9366999,8528.0,0.91899997,0.97999996
2025-01-01 09:00:00,0.5124,0.6904,1.4534999,8528.0,0.91899997,0.75
2025-01-01 09:10:00,0.50699997,0.7162,1.4433999,8528.0,0.916,0.75
2025-01-01 09:20:00,0.4262,0.73899996,1.4149,8528.0,0.922,0.72999996
2025-01-01 09:30:00,0.3814,0.7611,1.4113,9040.0,0.922,0.72999996
2025-01-01 09:50:00,0.32639998,0.79219997,1.6099,9040.0,0.91899997,0.83
2025-01-01 10:00:00,,,,1016.0,,
2025-01-01 10:10:00,,,,1016.0,,
2025-01-01 10:20:00,0.714,0.37449998,1.5878,8272.0,0.889,0.83
2025-01-01 10:30:00,1.1223999,0.43219998,1.5112,8272.0,0.87399995,0.79999995
2025-01-01 10:40:00,1.0564,0.42229998,1.6094999,8272.0,0.868,0.84999996
2025-01-01 10:50:00,1.1639999,0.4421,1.6434999,8272.0,0.862,0.88
2025-01-01 11:00:00,0.9108,0.3687,1.0292,0.0,0.90999997,0.55
2025-01-01 11:10:00,0.8362,0.3606,1.0652,0.0,0.916,0.56
2025-01-01 11:20:00,0.8696,0.3585,1.1101999,8272.0,0.913,0.59
2025-01-01 11:30:00,0.7412,0.3441,1.1818,8272.0,0.922,0.62
2025-01-01 11:40:00,0.80179995,0.3428,1.3104999,8272.0,0.90999997,0.69
2025-01-01 11:50:00,0.8472,0.34129998,1.4233999,8272.0,0.898,0.75
2025-01-01 12:00:00,0.9614,0.6633,0.79269993,272.0,0.934,0.42999998
2025-01-01 12:10:00,0.9722,0.6448,0.8986,272.0,0.928,0.48
2025-01-01 12:20:00,0.91099995,0.6854,0.9935,272.0,0.928,0.53
2025-01-01 12:30:00,0.88019997,0.6699,1.0611999,272.0,0.928,0.56
2025-01-01 12:40:00,0.7994,0.64599997,1.1509,272.0,0.931,0.59999996
2025-01-01 12:50:00,0.83559996,0.6332,1.2305,272.0,0.925,0.64
2025-01-01 13:00:00,1.1034,0.2704,0.974,0.0,0.916,0.52
2025-01-01 13:10:00,1.041,0.25349998,1.0022999,0.0,0.925,0.53
2025-01-01 13:20:00,1.0052,0.23689999,1.0947,0.0,0.931,0.57
2025-01-01 13:30:00,1.0364,0.23079999,1.1608,0.0,0.928,0.61
2025-01-01 13:40:00,1.0094,0.212,1.196,0.0,0.937,0.62
2025-01-01 13:50:00,1.1412,0.2175,1.2845999,0.0,0.922,0.66999996
2025-01-01 14:00:00,0.9914,0.1751,1.1549,0.0,0.937,0.59999996
2025-01-01 14:10:00,0.9328,0.1909,1.163,0.0,0.946,0.59999996
2025-01-01 14:20:00,0.9888,0.1476,1.2829,0.0,0.937,0.65999997
2025-01-01 14:30:00,0.9734,0.1353,1.2781,0.0,0.94299996,0.65999997
2025-01-01 14:40:00,1.027,0.16,1.2972,0.0,0.94,0.66999996
2025-01-01 14:50:00,1.0684,0.1516,1.3542,0.0,0.937,0.7
2025-01-01 15:00:00,,,,1016.0,,
2025-01-01 15:10:00,,,,1016.0,,
2025-01-01 15:20:00,,,,1016.0,,
2025-01-01 15:30:00,,,,1016.0,,
2025-01-01 15:40:00,,,,1016.0,,
2025-01-01 15:50:00,,,,5112.0,,
2025-01-01 16:00:00,,,,6140.0,,
2025-01-01 16:10:00,,,,6140.0,,
2025-01-01 16:20:00,,,,6140.0,,
2025-01-01 16:30:00,,,,6140.0,,
2025-01-01 16:40:00,,,,6140.0,,
2025-01-01 16:50:00,,,,6136.0,,
2025-01-01 17:00:00,,,,5112.0,,
2025-01-01 17:10:00,,,,5112.0,,
2025-01-01 17:20:00,,,,5112.0,,
2025-01-01 17:30:00,,,,5112.0,,
2025-01-01 17:40:00,,,,5112.0,,
2025-01-01 17:50:00,,,,5113.0,,
2025-01-01 18:00:00,,,,5112.0,,
2025-01-01 18:10:00,,,,5112.0,,
2025-01-01 18:20:00,,,,5113.0,,
2025-01-01 18:30:00,,,,5112.0,,
2025-01-01 18:40:00,,,,5113.0,,
2025-01-01 18:50:00,,,,5112.0,,
2025-01-01 19:00:00,,,,5112.0,,
2025-01-01 19:10:00,,,,5112.0,,
2025-01-01 19:20:00,,,,5112.0,,
2025-01-01 19:30:00,,,,5113.0,,
2025-01-01 19:40:00,,,,5113.0,,
2025-01-01 19:50:00,,,,5113.0,,
2025-01-01 20:00:00,,,,5113.0,,
2025-01-01 20:10:00,,,,5112.0,,
2025-01-01 20:20:00,,,,5112.0,,
2025-01-01 20:30:00,,,,5113.0,,
2025-01-01 20:40:00,,,,5113.0,,
2025-01-01 20:50:00,,,,5112.0,,
2025-01-01 21:00:00,,,,5112.0,,
2025-01-01 21:10:00,,,,5112.0,,
2025-01-01 21:20:00,,,,5113.0,,
2025-01-01 21:30:00,,,,5112.0,,
2025-01-01 21:50:00,,,,5112.0,,
2025-01-01 22:00:00,,,,5112.0,,
2025-01-01 22:10:00,,,,5112.0,,
2025-01-01 22:30:00,,,,5112.0,,
2025-01-01 22:40:00,,,,5113.0,,
2025-01-01 22:50:00,,,,5113.0,,
2025-01-01 23:00:00,,,,5113.0,,
2025-01-01 23:10:00,,,,5113.0,,
2025-01-01 23:20:00,,,,5112.0,,
2025-01-01 23:30:00,,,,5113.0,,
2025-01-01 23:40:00,,,,5112.0,,
2025-01-01 23:50:00,,,,5113.0,,
2025-01-02 00:00:00,,,,5113.0,,
2025-01-02 00:10:00,,,,5113.0,,
2025-01-02 00:20:00,,,,5113.0,,
2025-01-02 00:30:00,,,,5113.0,,
2025-01-02 00:40:00,,,,5112.0,,
2025-01-02 00:50:00,,,,5113.0,,
2025-01-02 01:00:00,,,,5113.0,,
2025-01-02 01:10:00,,,,5112.0,,
2025-01-02 01:20:00,,,,5113.0,,
2025-01-02 01:30:00,,,,5112.0,,
2025-01-02 01:40:00,,,,5112.0,,
2025-01-02 01:50:00,,,,5113.0,,
2025-01-02 02:00:00,,,,5112.0,,
2025-01-02 02:10:00,,,,5112.0,,
2025-01-02 02:20:00,,,,5112.0,,
2025-01-02 02:30:00,,,,5112.0,,
2025-01-02 02:40:00,,,,5112.0,,
2025-01-02 02:50:00,,,,6136.0,,
2025-01-02 03:00:00,,,,6137.0,,
2025-01-02 03:10:00,,,,6136.0,,
2025-01-02 03:20:00,,,,6140.0,,
2025-01-02 03:30:00,,,,5113.0,,
2025-01-02 03:40:00,,,,5112.0,,
2025-01-02 03:50:00,,,,6137.0,,
2025-01-02 04:00:00,,,,6136.0,,
2025-01-02 04:10:00,,,,6137.0,,
2025-01-02 04:20:00,,,,5112.0,,
2025-01-02 04:30:00,,,,5113.0,,
2025-01-02 04:40:00,,,,5112.0,,
2025-01-02 04:50:00,,,,5113.0,,
2025-01-02 05:00:00,,,,6137.0,,
2025-01-02 05:10:00,,,,6137.0,,
2025-01-02 05:20:00,,,,6137.0,,
2025-01-02 05:30:00,,,,6136.0,,
2025-01-02 05:40:00,,,,6140.0,,
2025-01-02 06:00:00,,,,6137.0,,
2025-01-02 06:10:00,,,,6140.0,,
2025-01-02 06:20:00,,,,6136.0,,
2025-01-02 06:30:00,,,,6136.0,,
2025-01-02 06:40:00,,,,5112.0,,
2025-01-02 06:50:00,,,,5112.0,,
2025-01-02 07:00:00,,,,6136.0,,
2025-01-02 07:10:00,,,,5112.0,,
2025-01-02 07:20:00,,,,5112.0,,
2025-01-02 07:30:00,,,,6140.0,,
2025-01-02 07:40:00,,,,6136.0,,
2025-01-02 07:50:00,,,,6140.0,,
2025-01-02 08:00:00,,,,5112.0,,
2025-01-02 08:10:00,,,,5112.0,,
2025-01-02 08:20:00,0.54219997,0.5079,1.8153999,8272.0,0.886,0.95
2025-01-02 08:30:00,0.5376,0.53029996,1.8355999,8272.0,0.895,0.95
2025-01-02 08:40:00,0.79459995,0.60249996,1.8462,8272.0,0.883,0.96
2025-01-02 08:50:00,0.8484,0.6361,1.8336,8272.0,0.883,0.96
2025-01-02 09:00:00,0.4842,0.70419997,1.3543999,272.0,0.925,0.7
2025-01-02 09:10:00,0.4578,0.72279996,1.3722999,272.0,0.931,0.71
2025-01-02 09:20:00,0.4226,0.7436,1.3627,784.0,0.931,0.7
2025-01-02 09:30:00,0.46359998,0.7585,1.4525,8528.0,0.925,0.75
2025-01-02 09:50:00,0.5736,0.6922,1.6450999,8528.0,0.913,0.84999996
2025-01-02 10:00:00,1.142,0.41279998,1.4427999,8272.0,0.89199996,0.76
2025-01-02 10:10:00,1.2498,0.43219998,1.4815999,8272.0,0.889,0.78
2025-01-02 10:20:00,1.4116,0.4585,1.5184,8272.0,0.889,0.79999995
2025-01-02 10:30:00,1.4854,0.4768,1.517,8272.0,0.889,0.79999995
2025-01-02 10:40:00,1.3945999,0.4308,1.6713998,8272.0,0.883,0.88
2025-01-02 10:50:00,,,,1016.0,,
2025-01-02 11:00:00,1.2134,0.39839998,0.9764,2032.0,0.928,0.52
2025-01-02 11:10:00,1.3004,0.39499998,0.9777,2032.0,0.94299996,0.52
2025-01-02 11:20:00,,,,2044.0,,
2025-01-02 11:30:00,,,,2044.0,,
2025-01-02 11:40:00,2.4708,0.4646,0.79219997,2032.0,0.955,0.42
2025-01-02 11:50:00,2.7807999,0.6096,0.6724,2032.0,0.96099997,0.37
2025-01-02 12:00:00,,,,2044.0,,
2025-01-02 12:10:00,,,,2044.0,,
2025-01-02 12:20:00,,,,2040.0,,
2025-01-02 12:30:00,,,,2044.0,,
2025-01-02 12:40:00,,,,2044.0,,
2025-01-02 12:50:00,,,,2044.0,,
2025-01-02 13:00:00,,,,2044.0,,
2025-01-02 13:10:00,,,,2044.0,,
2025-01-02 13:20:00,,,,2044.0,,
2025-01-02 13:30:00,,,,2044.0,,
2025-01-02 13:40:00,,,,2044.0,,
2025-01-02 13:50:00,,,,2044.0,,
2025-01-02 14:00:00,,,,2044.0,,
2025-01-02 14:10:00,,,,2044.0,,
2025-01-02 14:20:00,,,,2044.0,,
2025-01-02 14:30:00,,,,2044.0,,
2025-01-02 14:40:00,,,,2044.0,,
2025-01-02 14:50:00,,,,2044.0,,
2025-01-02 15:00:00,,,,2044.0,,
2025-01-02 15:10:00,,,,2044.0,,
2025-01-02 15:20:00,,,,2044.0,,
2025-01-02 15:30:00,,,,2044.0,,
2025-01-02 15:40:00,,,,2044.0,,
2025-01-02 15:50:00,,,,6140.0,,
2025-01-02 16:00:00,,,,6140.0,,
2025-01-02 16:10:00,,,,6140.0,,
2025-01-02 16:20:00,,,,6140.0,,
2025-01-02 16:30:00,,,,6140.0,,
2025-01-02 16:40:00,,,,6140.0,,
2025-01-02 16:50:00,,,,6140.0,,
2025-01-02 17:00:00,,,,6136.0,,
2025-01-02 17:10:00,,,,6140.0,,
2025-01-02 17:20:00,,,,5112.0,,
2025-01-02 17:30:00,,,,5112.0,,
2025-01-02 17:40:00,,,,6136.0,,
2025-01-02 17:50:00,,,,5112.0,,
2025-01-02 18:00:00,,,,6140.0,,
2025-01-02 18:10:00,,,,6137.0,,
2025-01-02 18:20:00,,,,6136.0,,
2025-01-02 18:30:00,,,,6136.0,,
2025-01-02 18:40:00,,,,6140.0,,
2025-01-02 18:50:00,,,,6140.0,,
2025-01-02 19:00:00,,,,6137.0,,
2025-01-02 19:10:00,,,,6140.0,,
2025-01-02 19:20:00,,,,6140.0,,
2025-01-02 19:30:00,,,,5113.0,,
2025-01-02 19:40:00,,,,6137.0,,
2025-01-02 19:50:00,,,,6137.0,,
2025-01-02 20:00:00,,,,6136.0,,
2025-01-02 20:10:00,,,,6140.0,,
2025-01-02 20:20:00,,,,5112.0,,
2025-01-02 20:30:00,,,,6137.0,,
2025-01-02 20:40:00,,,,5113.0,,
2025-01-02 20:50:00,,,,6140.0,,
2025-01-02 21:00:00,,,,6140.0,,
2025-01-02 21:10:00,,,,6136.0,,
2025-01-02 21:20:00,,,,6140.0,,
2025-01-02 21:30:00,,,,6136.0,,
2025-01-02 21:50:00,,,,6137.0,,
2025-01-02 22:00:00,,,,6137.0,,
2025-01-02 22:10:00,,,,6141.0,,
2025-01-02 22:20:00,,,,6140.0,,
2025-01-02 22:30:00,,,,6137.0,,
