Timestamp,Name,Id,Latitude,Longitude,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Pressure,Wind Speed,Wind Direction,Weather_Source
31/01/2026 11:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),29195707587706641566224751462,21.593151,105.8431043,150,150.39023728724888,80.28579757515479,7.032876,,,1.31512,17.41,79,1023,2.43,33.0,OpenWeather_Live
31/01/2026 11:00,Quảng Bình: Khu kinh tế Hòn La (KK),29213751141295132066317063859,17.932938,106.49662,8,7.399867626953124,7.731740525306981,13.343145,,2.9590625,5.2656,21.57,78,1021,3.38,356.0,OpenWeather_Live
31/01/2026 11:00,Tây Ninh: Thị xã Trảng Bàng (KK),29996239538320865599553202177,11.030287,106.35631,73,48.527048046875,73.1741544189453,,,,,29.66,55,1015,2.71,9.0,OpenWeather_Live
31/01/2026 11:00,Trà Vinh: Tp. Trà Vinh (KK),30921862678974937849512304668,9.923886,106.339604,12,7.932146438318037,6.577659074706944,11.458154,2.0675,12.1671875,4.257000000000001,29.62,56,1015,4.18,87.0,OpenWeather_Live
31/01/2026 11:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),31387251434693138681789561386,21.301503,106.22603,52,51.65438247070312,50.15138299560547,,,,,18.07,75,1023,5.3,37.0,OpenWeather_Live
31/01/2026 11:00,Bình Định: Khuôn viên Cây xanh gần cầu chui đường Hoa Lư - TP. Quy Nhơn (KK),31388836637198369136462150188,13.7851,109.2198,77,77.25953325195313,60.194022879795405,4.9542335,16.635,20.6580625,1.08368,24.04,68,1019,3.67,358.0,OpenWeather_Live
31/01/2026 11:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",31388839920718814259329251882,10.9923,106.6577,78,58.74193779296874,78.3767540161133,12.126396,25.3446,,0.7633200000000001,29.92,54,1015,2.57,60.0,OpenWeather_Live
31/01/2026 11:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),31388851800421997746903202346,16.0622,108.1594,35,25.354635009765627,34.53443198242188,,18.5629,8.3859375,1.804,25.99,50,1020,2.06,10.0,OpenWeather_Live
31/01/2026 11:00,Hải Dương: UBND TP. Hải Dương - 106 Đường Trần Hưng Đạo (KK),31388868531618872623864101418,20.9381,106.3357,121,121.33361454406295,73.57999261444058,,20.4479,,6.20732,22.35,70,1022,2.98,347.0,OpenWeather_Live
31/01/2026 11:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),31388883344354363840031242796,20.536,105.9165,88,88.1497021484375,,17.893725,47.2121,15.698687499999998,4.473680000000001,24.15,61,1022,2.75,89.0,OpenWeather_Live
31/01/2026 11:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),31390912357075263208060500522,10.7823,106.6834,53,44.00807631835937,53.16527729492188,,,,,30.03,66,1015,2.57,60.0,OpenWeather_Live
31/01/2026 11:00,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang) (KK),31390916083317566102523755051,10.7832,106.7528,56,52.1402783203125,55.6230094957048,,6.4646,,1.7226800000000002,30.06,66,1015,2.57,60.0,OpenWeather_Live
31/01/2026 11:00,Hưng Yên: số 437 Nguyễn Văn Linh - Tp Hưng Yên (KK),31390921469766835629621918251,20.6618,106.0585,72,70.91450322265626,72.2612781616211,33.893396,,13.070843750000002,1.50568,24.03,63,1022,1.86,66.0,OpenWeather_Live
31/01/2026 11:00,Lâm Đồng: Vườn hoa - đối diện THCS Lam Sơn - Phường 6 - TP Đà Lạt (KK),31390928700890512538630765099,11.9527,108.4298,35,34.103909277343746,34.890450756835946,38.70485,24.2629,29.7565,0.658,22.21,35,1017,0.98,360.0,OpenWeather_Live
31/01/2026 11:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),31390932574706768021562473002,10.5391,106.4045,40,36.33824614257813,,,,39.64453125,1.673,29.86,55,1015,2.25,42.0,OpenWeather_Live
31/01/2026 11:00,Thái Bình: Cầu Thái Bình - Đ. Trần Thái Tông - P. Bồ Xuyên - TP Thái Bình (KK),31390957404024291365397346858,20.4578,106.3439,89,88.94205732421874,62.80021811523438,10.8250165,25.61165,5.50965625,2.36032,22.65,68,1022,5.86,90.0,OpenWeather_Live
31/01/2026 11:00,Vũng Tàu: Đ. Huyền Trân Công Chúa - Phường 8 - TP Vũng Tàu (KK),31390965631272148257054013994,10.4955,107.2745,49,26.73580751953125,49.04395556472815,,,41.61771875,,29.63,53,1015,2.79,98.0,OpenWeather_Live
31/01/2026 11:00,"Đà Nẵng: Sơn Trà, Ngũ Hành Sơn (KK)",31616849628246574706471517050,16.0034,108.2647,-,2.0671561035156247,0.9242656005859374,13.623209500000002,0.6482,,19.68744,25.98,50,1020,2.06,10.0,OpenWeather_Live
31/01/2026 11:00,Thái Nguyên: Tổ 7 - Quan Triều - TP Thái Nguyên (KK),31651447211638215373862421720,21.60259,105.80275,130,130.4423681640625,74.6076259033203,,17.10085,,0.75732,17.32,79,1024,1.93,36.0,OpenWeather_Live
31/01/2026 11:00,Thái Nguyên: Sân vận động Gang thép - P Trung Thành - TP Thái Nguyên (KK),31651502905690497791503780869,21.53911,105.87202,126,125.7767937323602,82.7191917121084,4.9777085,,,3.569,17.48,78,1023,3.41,32.0,OpenWeather_Live
31/01/2026 12:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),28560877461938780203765592307,21.0491,105.8831,156,156.14992299993042,98.38049974151062,,,,,20.01,69,1021,4.61,30.0,OpenWeather_Live
31/01/2026 12:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),31390903576425084107499649578,21.0052,105.8418,160,159.952829851423,85.94026165771484,,,,,20.0,69,1021,4.25,30.0,OpenWeather_Live
31/01/2026 10:00,Khánh Hòa: P. Vĩnh Hòa - Nha Trang (KK),28505263793630246854465636760,12.284358,109.192524,21,21.47260561523437,15.672351831054687,,,6.9440625,,26.86,60,1016,5.91,53.0,OpenWeather_Live
31/01/2026 11:00,Thừa Thiên Huế: 83 đường Hùng Vương (KK),28505511563898617211441001382,16.46226,107.596351,46,19.681474951171875,17.27508452148437,7.640625,,6.311718750000001,45.87432,26.06,53,1018,2.06,350.0,OpenWeather_Live
31/01/2026 12:00,"Trà Vinh: xã Dân Thành, TX Duyên Hải (KK)",29098314940209976158571475636,9.599143,106.51985,14,13.518909942358627,7.162100014783616,,,,,27.37,72,1015,7.76,74.0,OpenWeather_Live
