variant,station_id,station_name,n_rows,actual_mean,pred_mean,bias,abs_mean_error,hourly_r2,hourly_rmse,daily_r2,actual_class,pred_class,class_flip,high_to_nonhigh,nonhigh_to_high,nearest_train_km
8_blend_guarded,32496640019282169742177968358,Hà Nội UBND phường Quan Hoa (cũ)(LCS),4019,48.134898108982334,38.278382579117064,-9.85651552986527,9.85651552986527,0.5679172033383537,23.681494741631916,0.6349049427070248,high,high,False,False,False,3.54087983963299
8_blend_guarded,32496646519546184688745583087,Hà Nội Viện hàn lâm Khoa học và Công nghệ - 18 Hoàng Quốc Việt - Phường Nghĩa Đô(LCS),3979,21.675465644634333,38.32370093518794,16.648235290553604,16.648235290553604,-0.3748584085729487,22.374540333472083,-0.7243926465811765,moderate,high,True,False,True,4.869249675613683
8_blend_guarded,32496649796320141677664228873,Hà Nội UBND xã Chuyên Mỹ(LCS),4036,31.026848637264617,36.52556022350171,5.498711586237089,5.498711586237089,0.49775732820706065,19.34951314824173,0.5031993445899705,moderate,high,True,False,True,17.06648524680589
8_blend_guarded,32496653072616049897983672014,"Hà Nội TT văn hoá thể thao Ninh Hiệp, xã Ninh Hiệp(LCS)",3996,46.02514604604604,35.11207090289086,-10.913075143155176,10.913075143155176,0.3102615152644935,27.490129563308336,0.3108200149894226,high,high,False,False,False,7.226482946751936
8_blend_guarded,32496654659036040237005110994,"Hà Nội Trường mầm non B, Ngọc Hồi(LCS)",4019,59.727731002736995,39.23418050164293,-20.493550501094063,20.493550501094063,0.2202335957423942,38.780411833230175,0.18519450658150116,high,high,False,False,False,9.045013218520046
8_blend_guarded,32496656699585544717774158962,Hà Nội UBND phường Định Công(LCS),4050,43.56383676543209,38.859935981013194,-4.703900784418899,4.703900784418899,0.6590207890219577,18.704399728064192,0.7569351847543038,high,high,False,False,False,3.6961549695470084
8_blend_guarded,32496658274959142730665276769,Hà Nội UBND xã Song Phương(LCS),4016,40.62574337649402,37.87128912583734,-2.7544542506566785,2.7544542506566785,0.45300978097961697,27.248675260585443,0.5403776978389283,high,high,False,False,False,10.296146606956322
8_blend_guarded,32496659849795661849369859648,"Hà Nội Nhà bảo vệ Trường THCS Tây Đằng, xã Quảng Oai(LCS)",4008,20.47135271956088,38.904048936654355,18.432696217093476,18.432696217093476,-1.0964404953573887,20.216468323220543,-1.7379500290148382,moderate,high,True,False,True,17.069854441072746
8_blend_guarded,32496674426906599552653261962,Hải Phòng Cổng bảo vệ trường mầm non Tam Hưng- phường Nam Triệu (LCS),3984,25.41577645582329,12.405675628188064,-13.010100827635227,13.010100827635227,-0.31237277235520544,23.363359842407807,-0.572882812958978,moderate,low,True,False,False,10.762190376089379
8_blend_guarded,32496693563219291690449469264,Hải Phòng Trụ sở ủy ban xã Phạm Sư Mạnh cũ (LCS),4006,32.58442121817274,19.333142544261605,-13.251278673911138,13.251278673911138,0.015924238121629908,25.1085890789417,-0.0710502207785535,moderate,low,True,False,False,6.814614767319962
