timestamp,AOT_Merged,AOT_Pure,AOT_Merged_uncertainty,AOT_Pure_uncertainty,AE_Merged,AE_Pure,QA_flag_Merged,QA_flag_Pure,AOT_L2_Mean,AOT_L2_SDV,AOT_L2_Num,AE_L2_Mean,AE_L2_SDV,AE_L2_Num
2025-01-01 07:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 08:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 09:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-01-01 10:00:00,,,,,,,249.0,248.0,1.4006,0.1498,4.0,1.6740999,0.3918,4.0
2025-01-01 11:00:00,,,,,,,509.0,509.0,1.2157999,0.094399996,2.0,0.9044,0.109699965,2.0
2025-01-01 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-01 13:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-01-01 14:00:00,0.8182,,,,,,193.0,249.0,,,0.0,,,0.0
2025-01-01 15:00:00,0.73859996,,,,,,193.0,249.0,,,0.0,,,0.0
2025-01-01 16:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-01 17:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 23:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 01:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 02:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 03:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 04:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 05:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 06:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-02 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 08:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-01-02 14:00:00,0.9532,,,,,,193.0,249.0,,,0.0,,,0.0
2025-01-02 15:00:00,0.8736,,,,,,193.0,249.0,,,0.0,,,0.0
2025-01-02 16:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 17:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 21:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 01:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-03 02:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-03 03:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-01-03 04:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-03 05:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-03 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 07:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 08:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 09:00:00,1.1316,1.0382,0.44829997,0.4472,,,2240.0,2240.0,1.2035999,0.0866,5.0,1.8102999,0.012499988,5.0
2025-01-03 10:00:00,0.945,0.3572,0.56729996,0.5671,,,2240.0,2240.0,0.9608,0.317,5.0,1.6396999,0.3358,5.0
