timestamp,AOT_Merged,AOT_Pure,AOT_Merged_uncertainty,AOT_Pure_uncertainty,AE_Merged,AE_Pure,QA_flag_Merged,QA_flag_Pure,AOT_L2_Mean,AOT_L2_SDV,AOT_L2_Num,AE_L2_Mean,AE_L2_SDV,AE_L2_Num
2025-01-01 07:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 08:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 09:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-01-01 10:00:00,,,,,,,2297.0,2296.0,0.7626,0.0,1.0,1.1581,0.0,1.0
2025-01-01 11:00:00,1.0386,,,,,,193.0,248.0,0.89599997,0.0872,6.0,1.2846999,0.20359999,6.0
2025-01-01 12:00:00,0.977,,,,,,2241.0,2296.0,0.9766,0.0652,6.0,1.0697,0.07959998,6.0
2025-01-01 13:00:00,0.9562,,,,,,2241.0,2296.0,1.0516,0.089999996,6.0,1.0931,0.111,6.0
2025-01-01 14:00:00,0.7802,0.977,0.195,0.192,,,2240.0,2240.0,0.9946,0.0266,5.0,1.2235,0.050799966,5.0
2025-01-01 15:00:00,0.7198,,,,-0.31730002,,1.0,249.0,1.015,0.0166,5.0,1.3506999,0.028999984,5.0
2025-01-01 16:00:00,0.57019997,,,,,,1477.0,1533.0,,,0.0,,,0.0
2025-01-01 17:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-01 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 08:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 09:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-01-02 10:00:00,,,,,,,2297.0,2296.0,0.8562,0.0,1.0,1.1078,0.0,1.0
2025-01-02 11:00:00,1.1836,,,,,,193.0,248.0,0.99499995,0.058399998,6.0,1.2507,0.17989999,6.0
2025-01-02 12:00:00,1.1616,,,,,,2241.0,2296.0,1.0028,0.0524,6.0,1.157,0.09369999,6.0
2025-01-02 13:00:00,1.2154,,,,,,2241.0,2296.0,1.0284,0.0486,6.0,1.2450999,0.07949996,6.0
2025-01-02 14:00:00,1.1819999,,,,,,2241.0,2296.0,1.0508,0.0624,6.0,1.3676,0.07620001,6.0
2025-01-02 15:00:00,1.0522,,,,-0.21830001,,1.0,249.0,1.074,0.1006,5.0,1.3778,0.011599958,5.0
2025-01-02 16:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-01-02 17:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-02 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-01-03 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
